School Year,BEDS Code,School Name,District Name,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive,County,Need/Resource Category,Grade Organization
2008-2009,310200010234,Ps 234 Independence School,New York City Geographic District # 2,Public,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310200010255,Ms 255 Salk School Of Science,New York City Geographic District # 2,Public,408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,,,
2008-2009,310200010260,Ms 260 Clinton School Writers & Artists,New York City Geographic District # 2,Public,270,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,,,
2008-2009,310200010289,Is 289,New York City Geographic District # 2,Public,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,
2008-2009,310200010290,Ps 290 Manhattan New School,New York City Geographic District # 2,Public,639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310200010312,Nyc Lab Ms For Collaborative Studies,New York City Geographic District # 2,Public,565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,,,
2008-2009,310200010347,American Sign Language And English Lower School,New York City Geographic District # 2,Public,197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
2008-2009,310200010412,Nyc Lab High School For Collaborative Studies,New York City Geographic District # 2,Public,536,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,,,
2008-2009,310200010413,School Of The Future High School,New York City Geographic District # 2,Public,687,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,4,0,1,0,0,0,1,0,2,0,1,0,0,0,1,3,0,12,,,
2008-2009,310200010414,Nyc Museum School,New York City Geographic District # 2,Public,442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,
2008-2009,310200010416,Eleanor Roosevelt High School,New York City Geographic District # 2,Public,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,
2008-2009,310200010418,Millennium High School,New York City Geographic District # 2,Public,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,,,
2008-2009,310200010896,Greenwich Village Middle School,New York City Geographic District # 2,Public,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,
2008-2009,310200011225,Ella Baker School,New York City Geographic District # 2,Public,298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310200011288,Food And Finance High School,New York City Geographic District # 2,Public,433,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,1,22,0,13,0,0,0,6,0,0,0,0,0,0,0,0,1,1,30,,,
2008-2009,310200011294,Essex Street Academy,New York City Geographic District # 2,Public,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,
2008-2009,310200011296,High School Of Hospitality Management,New York City Geographic District # 2,Public,389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,,,
2008-2009,310200011298,Pace High School,New York City Geographic District # 2,Public,410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
2008-2009,310200011300,Urban Assembly School Of Design And Construction,New York City Geographic District # 2,Public,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,,,
2008-2009,310200011303,Facing History School (The),New York City Geographic District # 2,Public,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,,,
2008-2009,310200011305,Urban Assembly Academy Of Government And Law,New York City Geographic District # 2,Public,284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19,0,12,0,0,0,2,0,1,0,0,0,0,0,5,2,3,36,,,
2008-2009,310200011308,Lower Manhattan Arts Academy,New York City Geographic District # 2,Public,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,6,0,3,0,0,0,0,0,2,2,0,30,,,
2008-2009,310200011313,James Baldwin School,New York City Geographic District # 2,Public,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,
2008-2009,310200011374,Gramercy Arts High School,New York City Geographic District # 2,Public,383,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,5,,,
2008-2009,310200011376,Nyci School,New York City Geographic District # 2,Public,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
2008-2009,310200011400,High School For Environmental Studies,New York City Geographic District # 2,Public,1491,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,10,1,5,0,0,0,3,0,4,0,0,0,0,0,5,3,5,5,,,
2008-2009,310200011407,Institute For Collaborative Education,New York City Geographic District # 2,Public,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
2008-2009,310200011408,Professional Performing Arts High School,New York City Geographic District # 2,Public,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
2008-2009,310200011411,Baruch College Campus High School,New York City Geographic District # 2,Public,419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
2008-2009,310200011419,Landmark High School,New York City Geographic District # 2,Public,440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
2008-2009,310400010072,Ps 72,New York City Geographic District # 4,Public,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,16,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,
2008-2009,310200011420,High School For Health Professions & Human Services,New York City Geographic District # 2,Public,1620,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,20,0,7,0,0,0,6,0,5,0,0,0,0,0,4,5,3,50,,,
2008-2009,310200011425,Leadership & Public Service High School,New York City Geographic District # 2,Public,665,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,3,1,47,0,15,0,0,0,2,0,1,0,2,0,0,1,2,3,1,127,,,
2008-2009,310200011429,Legacy School For Integrated Studies,New York City Geographic District # 2,Public,383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,7,0,14,0,0,0,2,0,2,0,1,0,0,0,0,0,0,24,,,
2008-2009,310200011439,Manhattan Village Academy,New York City Geographic District # 2,Public,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,,,
2008-2009,310200011440,Bayard Rustin Educational Complex,New York City Geographic District # 2,Public,1507,0,0,0,0,0,3,0,2,0,1,0,0,0,1,8,0,1,1,56,2,26,0,0,0,9,0,6,0,1,0,0,0,7,2,2,113,,,
2008-2009,310200011442,Ballet Tech/Nyc Ps For Dance,New York City Geographic District # 2,Public,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310200011449,Vanguard High School,New York City Geographic District # 2,Public,436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310200011459,Manhattan International High School,New York City Geographic District # 2,Public,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310200011460,Washington Irving High School,New York City Geographic District # 2,Public,1678,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,2,0,62,0,24,0,0,0,8,0,9,0,1,0,0,9,3,4,2,66,,,
2008-2009,310200011475,Stuyvesant High School,New York City Geographic District # 2,Public,3245,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,5,0,1,0,0,0,0,0,0,8,,,
2008-2009,310200011489,High School Of Economics & Finance,New York City Geographic District # 2,Public,823,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,10,0,5,0,0,0,0,0,6,1,0,0,0,0,3,0,2,18,,,
2008-2009,310200011500,Unity Center For Urban Technologies,New York City Geographic District # 2,Public,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,
2008-2009,310200011519,Talent Unlimited High School,New York City Geographic District # 2,Public,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310200011520,Murry Bergtraum High School For Business Careers,New York City Geographic District # 2,Public,2757,0,0,0,0,0,2,1,0,0,0,0,0,0,1,8,1,1,0,86,3,29,0,0,0,10,0,5,0,0,0,0,4,9,3,3,182,,,
2008-2009,310200011529,Jacqueline Kennedy-Onassis High School,New York City Geographic District # 2,Public,726,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,25,0,3,0,0,0,4,0,2,0,0,0,0,0,4,2,0,65,,,
2008-2009,310200011531,Repertory Company High School For Theatre Arts,New York City Geographic District # 2,Public,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,,,
2008-2009,310200011542,Manhattan Bridges High School,New York City Geographic District # 2,Public,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,
2008-2009,310200011543,New Design High School,New York City Geographic District # 2,Public,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,
2008-2009,310200011544,Independence High School,New York City Geographic District # 2,Public,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
2008-2009,310200011545,High School For Dual Language And Asian Studies,New York City Geographic District # 2,Public,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
2008-2009,310200011550,Liberty High School Academy For Newcomers,New York City Geographic District # 2,Public,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310200011560,Hs 560 City-As-School,New York City Geographic District # 2,Public,720,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,
2008-2009,310200011565,Urban Academy Laboratory High School,New York City Geographic District # 2,Public,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310200011570,Satellite Academy High School,New York City Geographic District # 2,Public,902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
2008-2009,310200011575,Manhattan Comprehensive Night And Day High School,New York City Geographic District # 2,Public,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310200011580,Richard R Green High School Of Teaching,New York City Geographic District # 2,Public,618,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,4,0,12,0,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0,27,,,
2008-2009,310200011586,Harvey Milk High School,New York City Geographic District # 2,Public,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,,,
2008-2009,310200011600,High School Of Fashion Industries,New York City Geographic District # 2,Public,1682,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,2,0,0,0,2,0,3,0,2,0,0,0,0,2,1,16,,,
2008-2009,310200011605,Humanities Preparatory Academy,New York City Geographic District # 2,Public,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,,,
2008-2009,310200011615,Chelsea Career And Technical Education High School,New York City Geographic District # 2,Public,770,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,0,19,0,12,0,0,0,6,0,7,0,0,0,0,2,7,0,1,43,,,
2008-2009,310200011620,Norman Thomas High School,New York City Geographic District # 2,Public,2141,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,1,0,0,79,3,30,0,0,0,4,0,2,0,0,0,0,24,2,8,1,90,,,
2008-2009,310200011625,High School Of Graphic Communication Arts,New York City Geographic District # 2,Public,1790,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,2,1,51,1,23,0,0,0,11,0,8,2,0,0,0,24,1,5,11,43,,,
2008-2009,310200011630,Art And Design High School,New York City Geographic District # 2,Public,1385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16,0,0,0,0,0,1,0,4,0,0,0,0,0,3,1,0,24,,,
2008-2009,310200011655,Life Sciences Secondary School,New York City Geographic District # 2,Public,688,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,1,9,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,,,
2008-2009,310200011690,School For The Physical City High School,New York City Geographic District # 2,Public,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,,
2008-2009,310300010009,Ps 9 Sarah Anderson,New York City Geographic District # 3,Public,523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,,,
2008-2009,310300010044,Jhs 44 William J O'Shea,New York City Geographic District # 3,Public,286,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,7,54,1,6,0,0,0,3,0,1,0,0,0,0,0,1,1,0,42,,,
2008-2009,310300010054,Jhs 54 Booker T Washington,New York City Geographic District # 3,Public,807,0,0,0,0,0,3,0,1,0,1,2,0,0,0,3,0,6,0,53,2,15,0,0,0,4,0,11,1,3,0,0,0,4,0,2,29,,,
2008-2009,310300010075,Ps 75 Emily Dickinson,New York City Geographic District # 3,Public,758,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,,
2008-2009,310300010076,Ps 76 A Phillip Randolph,New York City Geographic District # 3,Public,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,17,,,
2008-2009,310300010084,Ps 84 Lilian Weber,New York City Geographic District # 3,Public,458,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,,,
2008-2009,310300010087,Ps 87 William Sherman,New York City Geographic District # 3,Public,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
2008-2009,310300010145,Ps 145 Bloomingdale,New York City Geographic District # 3,Public,485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,,,
2008-2009,310300010149,Ps 149 Sojourner Truth,New York City Geographic District # 3,Public,412,0,0,0,0,0,4,0,0,0,1,0,0,0,1,3,0,5,1,14,0,2,0,0,0,3,0,1,3,0,0,0,0,3,1,0,4,,,
2008-2009,310300010163,Ps 163 Alfred E Smith,New York City Geographic District # 3,Public,633,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
2008-2009,310300010165,Ps 165 Robert E Simon,New York City Geographic District # 3,Public,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,,,
2008-2009,310300010166,Ps 166 Richard Rogers School For The Arts & Science,New York City Geographic District # 3,Public,610,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
2008-2009,310300010180,Ps 180 Hugo Newman,New York City Geographic District # 3,Public,601,0,0,0,0,0,5,0,0,0,0,1,0,0,0,6,0,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
2008-2009,310300010185,Ps 185 John M Langston,New York City Geographic District # 3,Public,264,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,12,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,,,
2008-2009,310300010191,Ps 191 Amsterdam,New York City Geographic District # 3,Public,492,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,4,0,15,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,,,
2008-2009,310300010199,Ps 199 Jesse Isador Straus,New York City Geographic District # 3,Public,801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
2008-2009,310300010208,Ps 208 Alaine L Locke,New York City Geographic District # 3,Public,203,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,1,0,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,
2008-2009,310300010241,Ps 241 Family Academy,New York City Geographic District # 3,Public,300,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,1,0,0,1,0,0,0,0,2,0,2,1,,,
2008-2009,310300010242,Ps 242 Gwendolyn Powell Brown Computer School,New York City Geographic District # 3,Public,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,,,
2008-2009,310300010243,Ms 243 Center School,New York City Geographic District # 3,Public,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310300010245,Ms 245 The Computer School,New York City Geographic District # 3,Public,362,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310300010246,Ms 246 Crossroads,New York City Geographic District # 3,Public,125,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2008-2009,310300010247,Ms 247 Dual Language Middle School,New York City Geographic District # 3,Public,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310300010250,Ms 250 West Side Collaborative,New York City Geographic District # 3,Public,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
2008-2009,310300010256,Ms 256 Academic And Athletic Excellence,New York City Geographic District # 3,Public,173,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,
2008-2009,310300010258,Ms 258 Community Action,New York City Geographic District # 3,Public,249,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,8,1,8,0,0,0,2,0,2,0,0,0,0,0,0,0,1,11,,,
2008-2009,310300010333,Ps 333 Manhattan School For Children,New York City Geographic District # 3,Public,715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,6,0,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,5,,,
2008-2009,310300010334,Anderson School (The),New York City Geographic District # 3,Public,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
2008-2009,310300010862,Mott Hall Ii,New York City Geographic District # 3,Public,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,3,,,
2008-2009,310300011283,Manhattan Theatre Lab High School,New York City Geographic District # 3,Public,384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,0,6,0,0,0,2,0,4,0,0,0,0,2,1,0,0,16,,,
2008-2009,310300011299,"High School For Arts, Imagination And Inquiry",New York City Geographic District # 3,Public,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,18,0,6,0,0,0,3,0,0,0,0,0,0,2,1,1,0,32,,,
2008-2009,310300011307,Urban Assembly School For Media Studies,New York City Geographic District # 3,Public,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,2,0,3,0,0,0,0,1,0,0,2,2,,,
2008-2009,310300011415,Wadleigh Secondary School For Performing Arts,New York City Geographic District # 3,Public,612,0,0,0,0,0,2,0,0,0,0,1,0,0,1,4,0,2,1,54,2,15,0,0,0,2,0,3,0,0,0,0,6,4,1,0,78,,,
2008-2009,310300011470,Louis D Brandeis High School,New York City Geographic District # 3,Public,2256,0,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,2,0,109,0,44,0,0,0,15,0,5,0,3,0,0,15,1,10,2,140,,,
2008-2009,310300011479,Beacon High School,New York City Geographic District # 3,Public,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2008-2009,310300011485,Fiorello H Laguardia High School Of Music,New York City Geographic District # 3,Public,2501,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,5,0,0,0,4,0,0,0,0,0,0,0,2,2,0,11,,,
2008-2009,310300011492,"High School For Law, Advocacy And Community Justice",New York City Geographic District # 3,Public,488,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,20,0,7,0,0,1,5,0,3,0,0,0,0,5,0,1,0,51,,,
2008-2009,310300011494,High School Of Arts And Technology,New York City Geographic District # 3,Public,608,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,27,0,12,0,0,0,6,0,2,0,1,0,0,7,0,1,0,30,,,
2008-2009,310300011505,Edward A Reynolds West Side High School,New York City Geographic District # 3,Public,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,,
2008-2009,310300011541,Manhattan/Hunter Science High School,New York City Geographic District # 3,Public,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,,,
2008-2009,310300011860,Frederick Douglas Academy Ii,New York City Geographic District # 3,Public,464,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,3,1,48,1,21,0,0,0,1,0,0,0,0,0,0,3,3,0,0,74,,,
2008-2009,310400010007,Ps 7 Samuel Stern,New York City Geographic District # 4,Public,431,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,19,0,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,9,,,
2008-2009,310400010012,Tag Young Scholars,New York City Geographic District # 4,Public,465,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,,,
2008-2009,310400010013,Jhs 13 Jackie Robinson,New York City Geographic District # 4,Public,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,39,0,14,0,0,0,2,0,1,0,0,0,0,0,5,1,2,120,,,
2008-2009,310400010037,River East Elementary,New York City Geographic District # 4,Public,157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,,
2008-2009,310400010038,Ps 38 Roberto Clemente,New York City Geographic District # 4,Public,346,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,,,
2008-2009,310400010045,Ms 45/Stars Prep Academy,New York City Geographic District # 4,Public,387,0,0,0,0,0,5,0,0,0,1,2,0,0,1,0,1,3,1,33,3,7,0,0,0,8,0,7,0,2,0,0,0,6,1,1,51,,,
2008-2009,310400010050,Ps 50 Vito Marcantonio,New York City Geographic District # 4,Public,486,0,0,0,0,0,2,0,0,0,2,0,0,0,1,6,2,3,2,46,1,10,0,0,0,3,0,1,0,0,0,0,0,3,0,0,23,,,
2008-2009,310400010057,James Weldon Johnson School,New York City Geographic District # 4,Public,742,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
